loss,accuracy,tn,fp,fn,tp,precision_0,precision_1,recall_0,recall_1,f1_0,f1_1,count_0,count_1,auroc,
0.59877157457534,0.676708351205992,20358,9949,9647,20660,0.6784869188468589,0.674964879610572,0.6717260038934899,0.6816906985184941,0.6750895344210107,0.6783111169479283,30307,30307,0.676708351205992,
0.5943307821224432,0.6780281783086416,20365,9942,9574,20733,0.6802164400948596,0.6758924205378973,0.6719569736364536,0.6840993829808295,0.6760614812601666,0.6799711390246302,30307,30307,0.6780281783086416,
0.5924631394933882,0.6816412050021448,20504,9803,9494,20813,0.6835122341489432,0.6798079435589235,0.6765433728181608,0.6867390371861286,0.6800099494237625,0.6832559132019106,30307,30307,0.6816412050021448,
0.5899446909251506,0.6842478635298775,20589,9718,9421,20886,0.6860713095634788,0.6824598091752712,0.6793480054112911,0.689147721648464,0.6826931047631679,0.6857874603930324,30307,30307,0.6842478635298775,
0.5871052454217821,0.6874979377701521,20633,9674,9268,21039,0.6900438112437711,0.6850193729039821,0.6807998152242056,0.6941960603160986,0.6853906457613606,0.6895771878072764,30307,30307,0.6874979377701521,
0.5845004742295873,0.6893456957138615,20765,9542,9288,21019,0.6909459954081123,0.6877719969896273,0.6851552446629492,0.6935361467647738,0.6880384360503644,0.6906420450811593,30307,30307,0.6893456957138616,
0.5815742891981864,0.6920018477579437,20816,9491,9178,21129,0.6940054677602188,0.6900391900718484,0.6868380242188273,0.6971656712970601,0.690403144226464,0.693584125264661,30307,30307,0.6920018477579437,
0.5833047633968459,0.6901705876530174,20744,9563,9217,21090,0.6923667434331298,0.6880240107004209,0.6844623354340581,0.6958788398719767,0.6883918497378377,0.6919291338582677,30307,30307,0.6901705876530175,
0.5801558511520788,0.6932226878278945,20857,9450,9145,21162,0.6951869875341644,0.691297530380243,0.6881908469990431,0.698254528656746,0.6916712265167719,0.6947586138971421,30307,30307,0.6932226878278945,
0.5785223089976435,0.6946909954795921,20918,9389,9117,21190,0.696454136840353,0.6929592203799994,0.6902035833305837,0.6991784076286006,0.693314772463624,0.6960549223138324,30307,30307,0.6946909954795921,
0.5727588867080732,0.7002837628270696,21078,9229,8938,21369,0.7022254797441365,0.6983789790182365,0.6954828917411819,0.7050846339129574,0.6988379225171163,0.7017157868812084,30307,30307,0.7002837628270697,
0.5766603603182731,0.6955983766126638,20928,9379,9072,21235,0.6976,0.6936368981511727,0.6905335401062461,0.7006632131190814,0.6940487837232825,0.6971323517342132,30307,30307,0.6955983766126638,
0.5766007322285189,0.6955818787738807,20892,9415,9037,21270,0.6980520565337966,0.6931725598826788,0.6893456957138615,0.7018180618338997,0.6936715585364234,0.6974685204616998,30307,30307,0.6955818787738806,
0.57562553460546,0.6974791302339394,21023,9284,9053,21254,0.6989958771113179,0.6959853297530945,0.6936681294750388,0.70129013099284,0.6963218124306509,0.6986276604486811,30307,30307,0.6974791302339394,
0.5757004823948072,0.6948889695449896,20871,9436,9058,21249,0.6973503959370511,0.6924881864102982,0.6886527864849704,0.7011251526050087,0.6929743010824091,0.6967799055613851,30307,30307,0.6948889695449897,
0.5670770163816444,0.7034843435509949,21096,9211,8762,21545,0.706544309732735,0.700513720899987,0.6960768139373742,0.7108918731646154,0.7012715033657443,0.705664641435894,30307,30307,0.7034843435509949,
0.572797123482019,0.6986504767875409,20942,9365,8901,21406,0.7017391012967865,0.6956549998375093,0.6909954795921734,0.7063054739829082,0.6963258520365753,0.700939781918203,30307,30307,0.6986504767875409,
0.5701644237131076,0.7035173392285611,21179,9128,8843,21464,0.7054493371527546,0.7016213389121339,0.698815455175372,0.7082192232817501,0.7021167266157238,0.7049048424440467,30307,30307,0.703517339228561,
0.5722594593186991,0.7005312304088165,21089,9218,8934,21373,0.7024281384272059,0.6986695433297375,0.6958458441944105,0.7052166166232223,0.6991214984253274,0.7019278137213045,30307,30307,0.7005312304088165,
0.5694114233320405,0.7013231266704062,21088,9219,8885,21422,0.7035665432222333,0.6991286185176724,0.6958128485168443,0.7068334048239681,0.6996682149966821,0.70295990024283,30307,30307,0.7013231266704062,
0.5714241075461466,0.7013726201867555,21113,9194,8907,21400,0.7032978014656895,0.6994835588677518,0.6966377404560002,0.7061074999175108,0.6999519286554942,0.702779921511962,30307,30307,0.7013726201867555,
0.5707930661586729,0.7013726201867555,21124,9183,8918,21389,0.7031489248385594,0.6996271097736491,0.6970006929092288,0.7057445474642822,0.7000613100465625,0.7026725143317071,30307,30307,0.7013726201867555,
0.5673278657398123,0.7038802916817897,21094,9213,8736,21571,0.707140462621522,0.7007211538461539,0.6960108225822417,0.7117497607813377,0.7015315030679947,0.7061924014994027,30307,30307,0.7038802916817897,
0.5704305204436698,0.7029234170323687,21182,9125,8882,21425,0.7045635976583289,0.7013093289689034,0.6989144422080708,0.7069323918566668,0.7017276506932135,0.7041096340601738,30307,30307,0.7029234170323688,
0.5657081520321007,0.7053815950110536,21176,9131,8727,21580,0.7081563722703408,0.7026798215623067,0.6987164681426733,0.7120467218794337,0.7034047500415213,0.7073322626110328,30307,30307,0.7053815950110535,
0.5693291820086432,0.7013066288316231,21111,9196,8909,21398,0.7032311792138575,0.6994181865725305,0.6965717491008678,0.7060415085623784,0.6998856233527277,0.7027142411454657,30307,30307,0.7013066288316231,
0.5628983662391356,0.7067014221137031,21200,9107,8671,21636,0.7097184560275853,0.7037699638942199,0.699508364404263,0.7138944798231431,0.7045764232776097,0.7087960687960688,30307,30307,0.7067014221137031,
