loss,accuracy,tn,fp,fn,tp,precision_0,precision_1,recall_0,recall_1,f1_0,f1_1,count_0,count_1,auroc,
0.5868357949564088,0.767913059495303,3501,286,974,668,0.7823463687150838,0.70020964360587,0.9244784790071296,0.40682095006090135,0.8474945533769063,0.514637904468413,3787,1642,0.6656497145340154,
0.13414305172137386,0.9193221587769387,3744,43,395,1247,0.9045663203672385,0.9666666666666667,0.9886453657248482,0.7594397076735688,0.9447388342165027,0.8506139154160983,3787,1642,0.8740425366992085,
0.10989483548947561,0.9405046969976054,3753,34,289,1353,0.9285007422068283,0.9754866618601298,0.9910219170847636,0.8239951278928136,0.9587431344999361,0.8933641465830308,3787,1642,0.9075085224887885,
0.09644511289075278,0.948240928347762,3751,36,245,1397,0.9386886886886887,0.9748778785764132,0.990493794560338,0.8507917174177831,0.9638956700501092,0.9086178861788619,3787,1642,0.9206427559890605,
0.0822337723432665,0.9589242954503592,3757,30,193,1449,0.9511392405063291,0.9797160243407708,0.992078162133615,0.8824604141291108,0.9711774589634226,0.9285485421339313,3787,1642,0.9372692881313629,
0.07944365628893961,0.9591084914348867,3748,39,183,1459,0.9534469600610531,0.9739652870493992,0.9897016107736994,0.8885505481120585,0.9712360715211193,0.9292993630573249,3787,1642,0.939126079442879,
0.07980913257984237,0.9576349235586664,3753,34,196,1446,0.9503671815649531,0.977027027027027,0.9910219170847636,0.8806333739342266,0.9702688728024819,0.9263292761050609,3787,1642,0.9358276455094952,
0.07324577739393981,0.9618714312027998,3751,36,171,1471,0.9563997960224375,0.9761114797611148,0.990493794560338,0.8958587088915956,0.9731482682578804,0.9342648459828516,3787,1642,0.943176251725967,
0.06264980320147463,0.9714496223982317,3763,24,131,1511,0.9663585002568054,0.9843648208469056,0.993662529706892,0.9202192448233861,0.9798203358937638,0.9512118350645263,3787,1642,0.956940887265139,
0.07647572938221762,0.9624240191563824,3756,31,173,1469,0.9559684398065665,0.9793333333333333,0.9918141008714022,0.8946406820950061,0.973561430793157,0.9350732017823042,3787,1642,0.9432273914832041,
0.05869264312899559,0.9716338183827593,3756,31,123,1519,0.9682907965970611,0.98,0.9918141008714022,0.9250913520097442,0.97991129663449,0.9517543859649124,3787,1642,0.9584527264405732,
0.06301283116695476,0.9681340946767361,3758,29,144,1498,0.9630958482829318,0.9810085134250164,0.9923422233958278,0.9123020706455542,0.97750032513981,0.9454086462606501,3787,1642,0.952322147020691,
0.06526774919076692,0.9668447227850433,3750,37,143,1499,0.9632674030310814,0.9759114583333334,0.9902297332981251,0.912911084043849,0.9765624999999999,0.9433606041535556,3787,1642,0.9515704086709871,
0.05933375655918583,0.9694234665684288,3757,30,136,1506,0.9650655021834061,0.98046875,0.992078162133615,0.9171741778319124,0.9783854166666667,0.947765890497168,3787,1642,0.9546261699827637,
0.06573445925502448,0.9655553508933505,3749,38,149,1493,0.9617752693689071,0.9751796211626388,0.9899656720359123,0.9092570036540804,0.9756668835393625,0.9410652379451623,3787,1642,0.9496113378449963,
0.055242787425602354,0.9738441701970897,3762,25,117,1525,0.9698375870069605,0.9838709677419355,0.9933984684446792,0.9287454323995128,0.9814766501434907,0.9555137844611529,3787,1642,0.961071950422096,
0.052312579636559296,0.9743967581506723,3762,25,114,1528,0.9705882352941176,0.9839021249195107,0.9933984684446792,0.9305724725943971,0.9818608899908652,0.9564945226917059,3787,1642,0.9619854705195381,
0.052787831134107434,0.9751335420887824,3762,25,110,1532,0.9715909090909091,0.9839434810533076,0.9933984684446792,0.9330085261875761,0.9823736780258518,0.9577993122850892,3787,1642,0.9632034973161278,
0.04777637695789688,0.977712285872168,3764,23,98,1544,0.9746245468669084,0.9853222718570517,0.9939265909691049,0.9403166869671132,0.9841809386847954,0.962293549392334,3787,1642,0.967121638968109,
0.05159380713395045,0.9736599742125621,3765,22,121,1521,0.9688625836335564,0.9857420609202852,0.9941906522313176,0.9263093788063338,0.981363221686433,0.9551020408163264,3787,1642,0.9602500155188256,
0.048781982582727396,0.9773438939031129,3762,25,98,1544,0.9746113989637306,0.9840662842574889,0.9933984684446792,0.9403166869671132,0.9839152608866222,0.961694176269075,3787,1642,0.9668575777058961,
0.050285177909868445,0.975686130042365,3763,24,108,1534,0.9721002324980625,0.9845956354300385,0.993662529706892,0.9342265529841657,0.9827631235309481,0.95875,3787,1642,0.9639445413455288,
0.041871477763150845,0.9813962055627188,3775,12,89,1553,0.9769668737060041,0.9923322683706071,0.996831264853446,0.9457978075517661,0.9867991112272905,0.968506392266916,3787,1642,0.9713145362026061,
0.04129738975566743,0.9821329895008288,3775,12,85,1557,0.977979274611399,0.9923518164435946,0.996831264853446,0.9482338611449452,0.9873152870406695,0.9697913422609779,3787,1642,0.9725325629991957,
0.04748124802331746,0.9751335420887824,3765,22,113,1529,0.9708612686952037,0.9858156028368794,0.9941906522313176,0.9311814859926918,0.9823874755381604,0.9577200125274037,3787,1642,0.9626860691120048,
0.04968611258573571,0.9731073862589795,3764,23,123,1519,0.968356058657062,0.9850843060959793,0.9939265909691049,0.9250913520097442,0.9809747198332031,0.9541457286432162,3787,1642,0.9595089714894245,
0.06117789736602556,0.9690550745993738,3741,46,122,1520,0.9684183277245664,0.9706257982120051,0.9878531819382097,0.925700365408039,0.9780392156862745,0.9476309226932669,3787,1642,0.9567767736731243,
0.03622835204602221,0.9836065573770492,3772,15,74,1568,0.9807592303692148,0.9905243209096652,0.9960390810668075,0.9549330085261876,0.9883401021878684,0.9724031007751939,3787,1642,0.9754860447964975,
